title,label1,label2,label3,label4,label5
The GAPS Programme with HARPS-N@TNG XIV. Investigating giant planet migration history via improved eccentricity and mass determination for 231 transiting planets,,PHY,,,
Injective stabilization of additive functors. I. Preliminaries,,,,,
Three hypergraph eigenvector centralities,CSC,,,,
Reinforcement Learning using Augmented Neural Networks,,,STA,,
Instantons and Fluctuations in a Lagrangian Model of Turbulence,,PHY,,,
The heavy path approach to Galton-Watson trees with an application to Apollonian networks,CSC,,,,
Perishability of Data: Dynamic Pricing under Varying-Coefficient Models,CSC,,STA,,
A fast algorithm for maximal propensity score matching,CSC,,STA,,
"Fractional quantum Hall systems near nematicity: bimetric theory, composite fermions, and Dirac brackets",,PHY,,,
Recognizing Objects In-the-wild: Where Do We Stand?,CSC,,,,
Generalizing Geometric Brownian Motion,,,,,QFI
Challenges testing the no-hair theorem with gravitational waves,,PHY,,,
Speculation On a Source of Dark Matter,,PHY,,,
Analyzing Cloud Optical Properties Using Sky Cameras,,PHY,,,
Response Formulae for $n$-point Correlations in Statistical Mechanical Systems and Application to a Problem of Coarse Graining,,PHY,,,
The Australian PCEHR system: Ensuring Privacy and Security through an Improved Access Control Mechanism,CSC,,,,
Randomized Kernel Methods for Least-Squares Support Vector Machines,CSC,,STA,,
Optimal Transport: Fast Probabilistic Approximation with Exact Solvers,,,STA,,
Reliable Clustering of Bernoulli Mixture Models,CSC,,STA,,
"Short-time behavior of the heat kernel and Weyl's law on $RCD^*(K, N)$-spaces",,,,,
Football and Beer - a Social Media Analysis on Twitter in Context of the FIFA Football World Cup 2018,CSC,,,,
Cross-stream migration of a surfactant-laden deformable droplet in a Poiseuille flow,,PHY,,,
PCA in Data-Dependent Noise (Correlated-PCA): Nearly Optimal Finite Sample Guarantees,CSC,,STA,,
Using a Predator-Prey Model to Explain Variations of Cloud Spot Price,CSC,,,,
Separatrix crossing in rotation of a body with changing geometry of masses,,PHY,,,
SING: Symbol-to-Instrument Neural Generator,CSC,,,,
Path-by-path regularization by noise for scalar conservation laws,,,,,
An End-to-End Trainable Neural Network Model with Belief Tracking for Task-Oriented Dialog,CSC,,,,
Neural IR Meets Graph Embedding: A Ranking Model for Product Search,CSC,,,,
"Scaling up the software development process, a case study highlighting the complexities of large team software development",CSC,,,,
Lyapunov exponents for products of matrices,,,,,
A definitive improvement of a game-theoretic bound and the long tightness game,,,,,
Group-Server Queues,CSC,,,,
MC$^2$: Multi-wavelength and dynamical analysis of the merging galaxy cluster ZwCl 0008.8+5215: An older and less massive Bullet Cluster,,PHY,,,
Bayesian adaptive bandit-based designs using the Gittins index for multi-armed trials with normally distributed endpoints,,,STA,,
Convexification of Queueing Formulas by Mixed-Integer Second-Order Cone Programming: An Application to a Discrete Location Problem with Congestion,CSC,,,,
Discriminative Metric Learning with Deep Forest,CSC,,STA,,
An accurate and robust genuinely multidimensional Riemann solver for Euler equations based on TV flux splitting,,PHY,,,
Strong Convergence Rate of Splitting Schemes for Stochastic Nonlinear Schrödinger Equations,,,,,
Controllability of Conjunctive Boolean Networks with Application to Gene Regulation,,,,,
Fast-neutron and gamma-ray imaging with a capillary liquid xenon converter coupled to a gaseous photomultiplier,,PHY,,,
Is Task Board Customization Beneficial? - An Eye Tracking Study,CSC,,,,
Characterizing the impact of model error in hydrogeologic time series recovery inverse problems,,,,,
Suszko's Problem: Mixed Consequence and Compositionality,CSC,,,,
Optimization of distributions differences for classification,CSC,,STA,,
Galois descent of semi-affinoid spaces,,,,,
"Synthesis, Crystal Structure, and Physical Properties of New Layered Oxychalcogenide La2O2Bi3AgS6",,PHY,,,
Planar Graph Perfect Matching is in NC,CSC,,,,
Recommendation under Capacity Constraints,CSC,,STA,,
Simulation to scaled city: zero-shot policy transfer for traffic control via autonomous vehicles,CSC,,,,
Relative Singularity Categories,,,,,
Challenges to Keeping the Computer Industry Centered in the US,CSC,,,,
"Contiguous Relations, Laplace's Methods and Continued Fractions for 3F2(1)",,,,,
Arimoto-Rényi Conditional Entropy and Bayesian $M$-ary Hypothesis Testing,CSC,,STA,,
A note on the violation of Bell's inequality,,PHY,,,
Real-Time Model Predictive Control for Energy Management in Autonomous Underwater Vehicle,CSC,,,,
Surjective H-Colouring over Reflexive Digraphs,CSC,,,,
A modal typing system for self-referential programs and specifications,CSC,,,,
Scalable Realistic Recommendation Datasets through Fractal Expansions,CSC,,STA,,
Implementation of a Distributed Coherent Quantum Observer,CSC,,,,
Stacking and stability,CSC,,STA,,
Accelerating Discrete Wavelet Transforms on GPUs,CSC,,,,
Accelerated Consensus via Min-Sum Splitting,,,,,
Chemception: A Deep Neural Network with Minimal Chemistry Knowledge Matches the Performance of Expert-developed QSAR/QSPR Models,CSC,,STA,,
Constraining the Milky Way assembly history with Galactic Archaeology. Ludwig Biermann Award Lecture 2015,,PHY,,,
A unified view of entropy-regularized Markov decision processes,CSC,,STA,,
Arithmetic Circuits for Multilevel Qudits Based on Quantum Fourier Transform,CSC,,,,
Quantifying the distribution of editorial power and manuscript decision bias at the mega-journal PLOS ONE,CSC,PHY,,,
Threshold Constraints with Guarantees for Parity Objectives in Markov Decision Processes,CSC,,,,
GLSR-VAE: Geodesic Latent Space Regularization for Variational AutoEncoder Architectures,CSC,,STA,,
Timing Solution and Single-pulse Properties for Eight Rotating Radio Transients,,PHY,,,
Strong and broadly tunable plasmon resonances in thick films of aligned carbon nanotubes,,PHY,,,
The coordination of centralised and distributed generation,,,,,
Computation of annular capacity by Hamiltonian Floer theory of non-contractible periodic trajectories,,,,,
A New Torsion Pendulum for Gravitational Reference Sensor Technology Development,,PHY,,,
Optical Angular Momentum in Classical Electrodynamics,,PHY,,,
Efficient variational Bayesian neural network ensembles for outlier detection,CSC,,STA,,
Emergent high-spin state above 7 GPa in superconducting FeSe,,PHY,,,
Verification in Staged Tile Self-Assembly,CSC,,,,
Combinets: Creativity via Recombination of Neural Networks,,,STA,,
Siamese Network of Deep Fisher-Vector Descriptors for Image Retrieval,CSC,,,,
"Gender Disparities in Science? Dropout, Productivity, Collaborations and Success of Male and Female Computer Scientists",CSC,PHY,,,
Estimating a network from multiple noisy realizations,,,STA,,
Autonomous drone race: A computationally efficient vision-based navigation and control strategy,CSC,,,,
"Experimental investigations on nucleation, bubble growth, and micro-explosion characteristics during the combustion of ethanol/Jet A-1 fuel droplets",,PHY,,,
Hypergraph $p$-Laplacian: A Differential Geometry View,CSC,,STA,,
Controlling motile disclinations in a thick nematogenic material with an electric field,,PHY,,,
How Generative Adversarial Networks and Their Variants Work: An Overview,CSC,,,,
Principal Boundary on Riemannian Manifolds,CSC,,STA,,
Exploiting network topology for large-scale inference of nonlinear reaction models,CSC,,STA,,
Numerical investigations of non-uniqueness for the Navier-Stokes initial value problem in borderline spaces,,PHY,,,
Time-lagged autoencoders: Deep learning of slow collective variables for molecular kinetics,CSC,PHY,STA,,
Some integrable maps and their Hirota bilinear forms,,PHY,,,
Dynamics of higher-order rational solitons for the nonlocal nonlinear Schrodinger equation with the self-induced parity-time-symmetric potential,,PHY,,,
N2N Learning: Network to Network Compression via Policy Gradient Reinforcement Learning,CSC,,STA,,
Spectral analysis of stationary random bivariate signals,,,STA,,
Scalable Gaussian Processes with Billions of Inducing Inputs via Tensor Train Decomposition,CSC,,STA,,
Some preliminary results on the set of principal congruences of a finite lattice,,,,,
Extracting 3D Vascular Structures from Microscopy Images using Convolutional Recurrent Networks,CSC,,,,
Search for Interstellar LiH in the Milky Way,,PHY,,,
Neural Probabilistic Model for Non-projective MST Parsing,CSC,,STA,,
Modularity of complex networks models,,,,,
BOLD5000: A public fMRI dataset of 5000 images,,,,QBY,
Prospects for gravitational wave astronomy with next generation large-scale pulsar timing arrays,,PHY,,,
On Identifiability of Nonnegative Matrix Factorization,CSC,,STA,,
Optimal Non-blocking Decentralized Supervisory Control Using G-Control Consistency,CSC,,,,
Fair mixing: the case of dichotomous preferences,CSC,,,,
Inverse system characterizations of the (hereditarily) just infinite property in profinite groups,,,,,
"p-FP: Extraction, Classification, and Prediction of Website Fingerprints with Deep Learning",CSC,,STA,,
Equal confidence weighted expectation value estimates,,,STA,,
Protein Folding and Machine Learning: Fundamentals,,,,QBY,
Discrete configuration spaces of squares and hexagons,CSC,,,,
On the non commutative Iwasawa main conjecture for abelian varieties over function fields,,,,,
Absorption and Emission Probabilities of Electrons in Electric and Magnetic Fields for FEL,,PHY,,,
"Design, Development and Evaluation of a UAV to Study Air Quality in Qatar",CSC,,,,
Gaussian Process bandits with adaptive discretization,CSC,,STA,,
Conditional Time Series Forecasting with Convolutional Neural Networks,,,STA,,
Automated Assistants to Identify and Prompt Action on Visual News Bias,CSC,,,,
A Matched Filter Technique For Slow Radio Transient Detection And First Demonstration With The Murchison Widefield Array,,PHY,,,
Shape and Energy Consistent Pseudopotentials for Correlated Electron systems,,PHY,,,
Bayes model selection,,,STA,,
Phase Congruency Parameter Optimization for Enhanced Detection of Image Features for both Natural and Medical Applications,CSC,,,,
Community structure detection and evaluation during the pre- and post-ictal hippocampal depth recordings,CSC,,,QBY,
"Shapley effects for sensitivity analysis with correlated inputs: comparisons with Sobol' indices, numerical estimation and applications",,,STA,,
Ridesourcing Car Detection by Transfer Learning,CSC,,STA,,
A Semantic Cross-Species Derived Data Management Application,CSC,,,,
Retrosynthetic reaction prediction using neural sequence-to-sequence models,CSC,,STA,,
"Redshift, metallicity and size of two extended dwarf Irregular galaxies. A link between dwarf Irregulars and Ultra Diffuse Galaxies?",,PHY,,,
Collapsing hyperkähler manifolds,,,,,
Fast amortized inference of neural activity from calcium imaging data with variational autoencoders,CSC,,STA,,
Hidden multiparticle excitation in weakly interacting Bose-Einstein Condensate,,PHY,,,
Hausdorff Measure: Lost in Translation,,,,,
Orthogonalized ALS: A Theoretically Principled Tensor Decomposition Algorithm for Practical Use,CSC,,STA,,
Domain Generalization by Marginal Transfer Learning,,,STA,,
(Non-)formality of the extended Swiss Cheese operads,,,,,
Pricing options and computing implied volatilities using neural networks,CSC,,,,QFI
Effect of magnetization on the tunneling anomaly in compressible quantum Hall states,,PHY,,,
Learning to Acquire Information,CSC,,STA,,
How hard is it to cross the room? -- Training (Recurrent) Neural Networks to steer a UAV,CSC,,,,
Range-efficient consistent sampling and locality-sensitive hashing for polygons,CSC,,,,
Decoupled Greedy Learning of CNNs,CSC,,STA,,
Discrete time Pontryagin maximum principle for optimal control problems under state-action-frequency constraints,CSC,,,,
Quantitative evaluation of an active Chemotaxis model in Discrete time,,,,,
Deep Learning the Ising Model Near Criticality,CSC,PHY,STA,,
A supervised approach to time scale detection in dynamic networks,CSC,,,,
Binarized octree generation for Cartesian adaptive mesh refinement around immersed geometries,CSC,PHY,,,
Adversarial Examples: Opportunities and Challenges,,,STA,,
Decoupling Learning Rules from Representations,CSC,,STA,,
Schur P-positivity and involution Stanley symmetric functions,,,,,
A Riemannian gossip approach to subspace learning on Grassmann manifold,CSC,,,,
"Space-Valued Diagrams, Type-Theoretically (Extended Abstract)",CSC,,,,
Properties of cyanobacterial UV-absorbing pigments suggest their evolution was driven by optimizing photon dissipation rather than photoprotection,,PHY,,,
Output Impedance Diffusion into Lossy Power Lines,CSC,,,,
Enhancing the significance of gravitational wave bursts through signal classification,,PHY,,,
Model-based Clustering with Sparse Covariance Matrices,,,STA,,
An Assessment of Data Transfer Performance for Large-Scale Climate Data Analysis and Recommendations for the Data Infrastructure for CMIP6,CSC,PHY,,,
Generalization for Adaptively-chosen Estimators via Stable Median,CSC,,STA,,
Automated Problem Identification: Regression vs Classification via Evolutionary Deep Networks,CSC,,STA,,
Attribution of extreme rainfall in Southeast China during May 2015,,PHY,,,
The Kellogg property and boundary regularity for p-harmonic functions with respect to the Mazurkiewicz boundary and other compactifications,,,,,
